rowidnew,sentence,location,locnum,source,user
4568,"i bought my sn from canada,too ,maybe we bought it from the same seller.",canada,1,1,0
4759,"when sn mixes with hcl, it converts to regular salt (nacl).",nacl,1,0,0
17462,hercules said: no reputable business is going to deliberately lie about the purity of their product.,hercules,1,0,0
3699,in norway only professionals are allowed to buy sn apparently so don't know if i could get it through the customs.,norway,1,1,0
14823,"you can try and get someone to buy and post it if you have the contacts, legality is not an issue. come to dust said: it's not difficult to get sn in the uk.",uk,1,0,1
14694,i am from germany too and was about to order some sn from canada so lets say i have a source from poland and i want it shipped to germany,germany,1,0,1
14694,i am from germany too and was about to order some sn from canada so lets say i have a source from poland and i want it shipped to germany,canada,2,1,0
14694,i am from germany too and was about to order some sn from canada so lets say i have a source from poland and i want it shipped to germany,poland,3,1,0
14694,i am from germany too and was about to order some sn from canada so lets say i have a source from poland and i want it shipped to germany,germany,4,0,1
1233,fabioγçös suicide with sodium nitriteγçïfabio is 19 years old and lives in latina.,latina,3,0,1
9854,"maybe i could catch an uber to dallas and wander around the bad parts, lol.",dallas,1,1,0
15149,apart from the crazy idea i had to befriend someone in america and go over there and get a gun...which seems crazy now.,america,1,0,0
1236,"in fact, he already has in his pocket the one-way ticket to rome and the reservation of the giglio dellγçöopera hotel, in via principe amedeo 100 meters from termini station.",rome,1,0,0
7535,the first site is at the sorting centre in ukraine.,ukraine,1,1,0
6246,even he had removed the photos from the number that he had given to the guard and people of db city.,db city,1,0,1
2462,maybe the us might have something similar?,us,3,0,1
6155,"1 hello, so my last known furanyl fentanyl vendor that i know of in my country (poland) is gone",poland,1,0,1
17549,visa gift card wont work because i am out of america and,america,1,0,0
6024,sclerotia truffles if you in europe ur can find in netherlands or belgium or germany.. start from 2g dried mushrooms and even when ur hit tolerance....,europe,2,0,0
6024,sclerotia truffles if you in europe ur can find in netherlands or belgium or germany.. start from 2g dried mushrooms and even when ur hit tolerance....,netherlands,3,0,0
6024,sclerotia truffles if you in europe ur can find in netherlands or belgium or germany.. start from 2g dried mushrooms and even when ur hit tolerance....,belgium,4,0,0
6024,sclerotia truffles if you in europe ur can find in netherlands or belgium or germany.. start from 2g dried mushrooms and even when ur hit tolerance....,germany,5,0,0
7553,"hi, iγçöm in the uk (ni) and have ordered sn from a popular crafty website beginning with e. type in sodium nitrite and one comes up at the top, 99.5% purity, shipping from ukraine.",uk,1,0,1
7553,"hi, iγçöm in the uk (ni) and have ordered sn from a popular crafty website beginning with e. type in sodium nitrite and one comes up at the top, 99.5% purity, shipping from ukraine.",ukraine,2,1,0
12537,also does anyone have any recommendations for other good anti-es i can get in the us and where i can get them?,us,2,0,1
4922,i said on this website out of every 10 posts you see in relation to others going to mexico only about 1 person ever comes back with n.,mexico,1,1,0
4586,i heard stories of someone who had a penalty after he bought it from ukraine.,ukraine,1,1,0
2664,"important stuff: you must use measuring spoons for this, not utensil dining spoons!!",utensil,1,0,0
10238,"i have compiled some official data from oregon, washington states and the dutch.",oregon,1,0,0
10238,"i have compiled some official data from oregon, washington states and the dutch.",washington states,2,0,0
17445,my family immigrated to canada when i was 5 from russia and i grew up here ever since.,canada,1,0,1
17445,my family immigrated to canada when i was 5 from russia and i grew up here ever since.,russia,2,0,0
1068,"from what i understand, pure sn isn't out-and-out illegal in the uk and there are no penalties for attempting to import a substance without having the proper license...so while its difficult, it seems that the worst case scenario for finding a supplier and placing and order is a potential welfare check/visit from police.",uk,1,0,1
12245,"canadapost shouldn't be a problem either, people have successfully bought from this source within canada.",canada,1,1,0
10196,i ainγçöt been to florida tbh,florida,1,0,0
7706,i really hope i can find a way to ctb using it because i don't have access to sn in france ><,france,1,0,1
16206,"people don't even need to bother find sources, in brazil they just open a common online marketplace and buy it.",brazil,1,1,0
498,i'm gonna go get these surgeries in china and after that my family will be in no position to ever support me going overseas again.,china,1,0,0
1294,"members in uk have taken it, been found with it, treated at hospital and released to their homes after assessment.",uk,1,0,1
10005,"i could find two sellers currently selling sn to personal, one is from poland and the other is from ukraine.",poland,1,1,0
10005,"i could find two sellers currently selling sn to personal, one is from poland and the other is from ukraine.",ukraine,2,1,0
15096,those visits only happened after a sn suicide in the uk.,uk,1,0,1
5721,bonus points if the shop is actually located in australia,australia,1,1,1
13460,does anyone know where i can obtain sn and propranolol (in the united states) of sufficient purity and quantityγçöor direct me to resources with information?,the united states,1,0,1
1320,it's from russia.,russia,1,1,0
12537,"i'm in the us and am getting it shipped to a po box, so i'm wondering if that's part of the issue.",us,3,0,1
15018,"did someone ordered from uk, seller johnm********?",uk,1,0,1
12476,laboratory grade: https://www.ebay.com/itm/sodium-nit...=item4b511206e5:g:ncqaaoswi3ta9hao:rk:28:pf:0 this seller ships to canada.,canada,1,0,1
12787,"a few years ago there used to be several people selling nembutal in powder form (which is more concentrated and requires a smaller amount of liquid to be consumed with it) but those sources have disappeared. also regarding powdered nembutal, according to the following thread nitschke did a livestream in march in which he said several people have apparently bought nembutal powder from china but didn't give any details about how to contact these suppliers: https://sanctioned-suicide.org/threads/n-powder-is-coming-back.14431/#post-326834",china,1,1,0
12787,"a few years ago there used to be several people selling nembutal in powder form (which is more concentrated and requires a smaller amount of liquid to be consumed with it) but those sources have disappeared. also regarding powdered nembutal, according to the following thread nitschke did a livestream in march in which he said several people have apparently bought nembutal powder from china but didn't give any details about how to contact these suppliers: https://sanctioned-suicide.org/threads/n-powder-is-coming-back.14431/#post-326834",https://sanctioned-suicide.org/threads/n-powder-is-coming-back.14431/#post-326834,2,0,0
15782,"hi guys, just thot of sharing my story before i ctb basically born in an upper middleclass family hailing from southern part of india.. brought up in a very disciplined family got good education but miserably failed because of laziness and day dreaming.. have a very worst childhood because of depression, craving and inefficiency in almost everything .. a coward in nature only has a skill of learning, i always loved to learn , but idleness for a longterm made me weaker , always had sufficient amnt of money which made me not work .. went through drugs, alcohols and weeds.. the worst part started 3 mnths back, started online gambling which made me bankrupt.. almost 2l gone in a mnth, of this 1.5l was mine and 50 bought from friends, to repay this 50k , stole jewels from parents and settled, but got caught , even then parents didnt ask a word tried to cheer me up .. but again i made a very worst thing of losing 1l of my insurance amount which my parents were not able to take it..",india,1,0,1
285,"in australia, 20 years ago, pn did ground breaking work with new ve legislation.",australia,1,0,0
15723,turkey and korea have a dream.,turkey,1,0,0
15723,turkey and korea have a dream.,korea,2,0,0
9536,"hello dear all, i live in germany and cannot find sn to buy, i really need to ctb with sn asap... if you have bought sn and recieved it , maybe u have 25g too much (usually the package is more than 100gr) ?",germany,1,0,1
7902,i purchased sn and received it to a residential address in california a few weeks ago.,california,1,0,1
588,"it's coming from russia (to uk) though and according to the tracking, it seems to have gone on a tour of the country and then got stuck.",russia,1,1,0
2445,finding_peace said: i bought some from a popular marketplace in the uk recently.,uk,1,1,0
2642,"at the present time,there are very few suppliers to the u.k. left standing.",u.k.,1,0,1
911,not so easy for person with huge social phobia .,phobia,1,0,0
15766,"i guess i was a bit skeptical of the overseas sources, which made me hesitant to place the order (iγçöm located in canada).",canada,1,0,1
2033,"unfortunately, the company refused to forward it to canada because itγçös classified as hazardous material.",canada,1,0,1
1875,"may i ask what country bigpikachu said: yes, i ordered from abroad.",bigpikachu,1,0,0
6427,"edit: there are companies within the uk that sell it (like apc pure), but you have to contact them before ordering, because they don't sell sn to the general public",uk,1,1,0
17713,it can be bought from china in powder form.,china,1,1,0
16921,"you can use any pain killer as long as you stay within the recommended dose45 minutes before drinking sn3 x 10mg metoclopramide (30mg in total)30 minutes before drinking sndouble dose of what is recommended on the label of the antacid.sn drink planning to drink it tomorrow after parents leave for work and lock the main door to our apartment, which has security lock that if closed from inside the apartment, can't be opened from outside without a cutter team.",dose45,1,0,0
9152,they understand better than what the hell is going on here in america.,america,1,0,1
8093,we agreed to meet in canada ( as from my country i don't need a visa to canada and he doean't need either being from the us).,canada,1,1,0
8093,we agreed to meet in canada ( as from my country i don't need a visa to canada and he doean't need either being from the us).,canada,2,1,0
8093,we agreed to meet in canada ( as from my country i don't need a visa to canada and he doean't need either being from the us).,us,3,0,0
8188,"i will do this on the day of the flight i am supposed to take to spain, as if i take that flight, my lies will not be able to be contained further.",spain,1,0,0
4705,"since it mainly affects the uk, i assume the police in other countries just don't care or laws are simply less restrictive there?",uk,1,0,0
615,there are certain companies that offer a service to ship us only items out of america.,america,1,1,0
10169,"it caused me akathisia, restlessness and so on even with one pill.",akathisia,1,0,0
18385,"the lethal dose of sodium nitrite of 2.6 g for adults is found on page 1 of a google search for 'sodium nitrite lethal dose', as reported by katabami et al. (2016) and chui et al.",al.,1,0,0
15382,"you can use any pain killer as long as you stay within the recommended dose45 minutes before drinking sn3 x 10mg metoclopramide (30mg in total)30 minutes before drinking sndouble dose of what is recommended on the label of the antacid.sn drink once consumed, immediately relax on a bed, couch or reclining chair.",dose45,1,0,0
15766,"definitely jealous of those that could order it off amazon in the us, lol.",us,2,1,0
8317,"iγçöve spent a lot of time trying to get a source of sn, which has been extremely difficult due to living in the uk. iγçöve finally found a turkish seller who is willing to ship to the uk. iγçöve already ordered but iγçöm just getting extremely anxious and paranoid about it getting through customs.",uk,1,0,1
8317,"iγçöve spent a lot of time trying to get a source of sn, which has been extremely difficult due to living in the uk. iγçöve finally found a turkish seller who is willing to ship to the uk. iγçöve already ordered but iγçöm just getting extremely anxious and paranoid about it getting through customs.",uk,2,0,1
12462,"i found in my city one place which sells sn but is like $100 and come 25 kg, 99% anyone from brazil to share ?",brazil,1,1,1
18676,opiad + propofol + neuromuscular blocker was used for the first euthanasia in canada.,canada,1,0,0
17636,does anyone have any experience getting sn in europe and more specifically austria?,europe,1,1,1
2918,"domperidonemotiliumaebanned in us otc in asianone7.5-2. metoclopramidereglan, primperan brandsaerx otc in spain, brasil, asialow-",spain,1,0,0
4590,"at another forum it has been mentioned, that sn is indeed illegal to buy and possess it in germany, but no sources were mentioned, so it could be bullshit.",germany,1,0,0
10010,canada post is experiencing parcel delays all over canada due to the christmas holidays.,canada,1,1,0
14151,"wow, you have medical marijuana why do you want to ctb i met a few hackers in amsterdam in july from canada, yes they have a convention and he actually bought a huge tub of pure weed with him and showed me his medical card and was allowed into amsterdam, i said you must be the only person ever to brings his own stuff, .",amsterdam,1,0,1
14151,"wow, you have medical marijuana why do you want to ctb i met a few hackers in amsterdam in july from canada, yes they have a convention and he actually bought a huge tub of pure weed with him and showed me his medical card and was allowed into amsterdam, i said you must be the only person ever to brings his own stuff, .",canada,2,0,0
14151,"wow, you have medical marijuana why do you want to ctb i met a few hackers in amsterdam in july from canada, yes they have a convention and he actually bought a huge tub of pure weed with him and showed me his medical card and was allowed into amsterdam, i said you must be the only person ever to brings his own stuff, .",amsterdam,3,0,0
8930,does anyone know on average how long sn takes to be shipped to the uk form eastern europe to the uk?,uk,1,1,1
8930,does anyone know on average how long sn takes to be shipped to the uk form eastern europe to the uk?,europe,2,1,0
8930,does anyone know on average how long sn takes to be shipped to the uk form eastern europe to the uk?,uk,3,0,1
19104,is wild game hunted in pakistan?,pakistan,1,0,0
10064,"in america, some states have laws that only work there.",america,1,0,0
6306,one important question: i've got sn from a polish supplier and sn marketed as meat curing salt bought in canada.,canada,1,0,1
2367,"i don't have weeks, need it asap click to expand... why do you think delivery from poland to uk will take ""weeks"" ?",poland,1,1,0
2367,"i don't have weeks, need it asap click to expand... why do you think delivery from poland to uk will take ""weeks"" ?",uk,2,0,1
13079,"one seller is stating that sn can't be sold from continental europe to uk due to ""iata rules.""",europe,1,0,1
5067,"there really wasn't much to do - hang out in the main room and watch shitty tv (family guy, the cleveland show and friends were most of what played), chat and occasionally eat.",cleveland,1,0,0
8852,@confusedheathen @greyback330 is from egypt and he ctbed 2 weeks ago.,egypt,1,0,1
3350,"even the sites overseas that have it, they say they don't ship to australia.",australia,1,0,1
686,it's restricted in the uk and some other european countries.,uk,1,0,0
8920,let us know if you find high quality ns available in eu.,eu,1,1,0
889,you cannot get it in the uk.,uk,1,0,0
9318,"i don't know how many threads go into the specifics of the cost to buy, but you might be able to find something that will help you determine the availability of buyers in portugal and how much they charge for it.",portugal,1,1,0
315,"a lot of things in mexico slide, but i anticipate this won't be allowed.",mexico,1,0,0
13666,i'm from russia.,russia,1,0,1
