rowidnew,sentence,location,locnum,source,user
4568,"i bought my sn from canada,too ,maybe we bought it from the same seller.",canada,1,1,0
4759,"when sn mixes with hcl, it converts to regular salt (nacl).",nacl,1,0,0
17462,hercules said: no reputable business is going to deliberately lie about the purity of their product.,hercules,1,0,0
3699,in norway only professionals are allowed to buy sn apparently so don't know if i could get it through the customs.,norway,1,1,0
14823,"you can try and get someone to buy and post it if you have the contacts, legality is not an issue. come to dust said: it's not difficult to get sn in the uk.",uk,1,0,1
14694,i am from germany too and was about to order some sn from canada so lets say i have a source from poland and i want it shipped to germany,germany,1,0,1
14694,i am from germany too and was about to order some sn from canada so lets say i have a source from poland and i want it shipped to germany,canada,2,1,0
14694,i am from germany too and was about to order some sn from canada so lets say i have a source from poland and i want it shipped to germany,poland,3,1,0
14694,i am from germany too and was about to order some sn from canada so lets say i have a source from poland and i want it shipped to germany,germany,4,0,1
1233,fabioγçös suicide with sodium nitriteγçïfabio is 19 years old and lives in latina.,latina,3,0,1
9854,"maybe i could catch an uber to dallas and wander around the bad parts, lol.",dallas,1,1,0
15149,apart from the crazy idea i had to befriend someone in america and go over there and get a gun...which seems crazy now.,america,1,0,0
1236,"in fact, he already has in his pocket the one-way ticket to rome and the reservation of the giglio dellγçöopera hotel, in via principe amedeo 100 meters from termini station.",rome,1,0,0
7535,the first site is at the sorting centre in ukraine.,ukraine,1,1,0
6246,even he had removed the photos from the number that he had given to the guard and people of db city.,db city,1,0,1
2462,maybe the us might have something similar?,us,3,0,1
6155,"1 hello, so my last known furanyl fentanyl vendor that i know of in my country (poland) is gone",poland,1,0,1
17549,visa gift card wont work because i am out of america and,america,1,0,0
6024,sclerotia truffles if you in europe ur can find in netherlands or belgium or germany.. start from 2g dried mushrooms and even when ur hit tolerance....,europe,2,0,0
6024,sclerotia truffles if you in europe ur can find in netherlands or belgium or germany.. start from 2g dried mushrooms and even when ur hit tolerance....,netherlands,3,0,0
6024,sclerotia truffles if you in europe ur can find in netherlands or belgium or germany.. start from 2g dried mushrooms and even when ur hit tolerance....,belgium,4,0,0
6024,sclerotia truffles if you in europe ur can find in netherlands or belgium or germany.. start from 2g dried mushrooms and even when ur hit tolerance....,germany,5,0,0
7553,"hi, iγçöm in the uk (ni) and have ordered sn from a popular crafty website beginning with e. type in sodium nitrite and one comes up at the top, 99.5% purity, shipping from ukraine.",uk,1,0,1
7553,"hi, iγçöm in the uk (ni) and have ordered sn from a popular crafty website beginning with e. type in sodium nitrite and one comes up at the top, 99.5% purity, shipping from ukraine.",ukraine,2,1,0
12537,also does anyone have any recommendations for other good anti-es i can get in the us and where i can get them?,us,2,0,1
4922,i said on this website out of every 10 posts you see in relation to others going to mexico only about 1 person ever comes back with n.,mexico,1,1,0
4586,i heard stories of someone who had a penalty after he bought it from ukraine.,ukraine,1,1,0
2664,"important stuff: you must use measuring spoons for this, not utensil dining spoons!!",utensil,1,0,0
10238,"i have compiled some official data from oregon, washington states and the dutch.",oregon,1,0,0
10238,"i have compiled some official data from oregon, washington states and the dutch.",washington states,2,0,0
17445,my family immigrated to canada when i was 5 from russia and i grew up here ever since.,canada,1,0,1
17445,my family immigrated to canada when i was 5 from russia and i grew up here ever since.,russia,2,0,0
1068,"from what i understand, pure sn isn't out-and-out illegal in the uk and there are no penalties for attempting to import a substance without having the proper license...so while its difficult, it seems that the worst case scenario for finding a supplier and placing and order is a potential welfare check/visit from police.",uk,1,0,1
12245,"canadapost shouldn't be a problem either, people have successfully bought from this source within canada.",canada,1,1,0
10196,i ainγçöt been to florida tbh,florida,1,0,0
7706,i really hope i can find a way to ctb using it because i don't have access to sn in france ><,france,1,0,1
16206,"people don't even need to bother find sources, in brazil they just open a common online marketplace and buy it.",brazil,1,1,0
498,i'm gonna go get these surgeries in china and after that my family will be in no position to ever support me going overseas again.,china,1,0,0
1294,"members in uk have taken it, been found with it, treated at hospital and released to their homes after assessment.",uk,1,0,1
10005,"i could find two sellers currently selling sn to personal, one is from poland and the other is from ukraine.",poland,1,1,0
10005,"i could find two sellers currently selling sn to personal, one is from poland and the other is from ukraine.",ukraine,2,1,0
15096,those visits only happened after a sn suicide in the uk.,uk,1,0,1
5721,bonus points if the shop is actually located in australia,australia,1,1,1
13460,does anyone know where i can obtain sn and propranolol (in the united states) of sufficient purity and quantityγçöor direct me to resources with information?,the united states,1,0,1
1320,it's from russia.,russia,1,1,0
12537,"i'm in the us and am getting it shipped to a po box, so i'm wondering if that's part of the issue.",us,3,0,1
15018,"did someone ordered from uk, seller johnm********?",uk,1,0,1
12476,laboratory grade: https://www.ebay.com/itm/sodium-nit...=item4b511206e5:g:ncqaaoswi3ta9hao:rk:28:pf:0 this seller ships to canada.,canada,1,0,1
12787,"a few years ago there used to be several people selling nembutal in powder form (which is more concentrated and requires a smaller amount of liquid to be consumed with it) but those sources have disappeared. also regarding powdered nembutal, according to the following thread nitschke did a livestream in march in which he said several people have apparently bought nembutal powder from china but didn't give any details about how to contact these suppliers: https://sanctioned-suicide.org/threads/n-powder-is-coming-back.14431/#post-326834",china,1,1,0
12787,"a few years ago there used to be several people selling nembutal in powder form (which is more concentrated and requires a smaller amount of liquid to be consumed with it) but those sources have disappeared. also regarding powdered nembutal, according to the following thread nitschke did a livestream in march in which he said several people have apparently bought nembutal powder from china but didn't give any details about how to contact these suppliers: https://sanctioned-suicide.org/threads/n-powder-is-coming-back.14431/#post-326834",https://sanctioned-suicide.org/threads/n-powder-is-coming-back.14431/#post-326834,2,0,0
15782,"hi guys, just thot of sharing my story before i ctb basically born in an upper middleclass family hailing from southern part of india.. brought up in a very disciplined family got good education but miserably failed because of laziness and day dreaming.. have a very worst childhood because of depression, craving and inefficiency in almost everything .. a coward in nature only has a skill of learning, i always loved to learn , but idleness for a longterm made me weaker , always had sufficient amnt of money which made me not work .. went through drugs, alcohols and weeds.. the worst part started 3 mnths back, started online gambling which made me bankrupt.. almost 2l gone in a mnth, of this 1.5l was mine and 50 bought from friends, to repay this 50k , stole jewels from parents and settled, but got caught , even then parents didnt ask a word tried to cheer me up .. but again i made a very worst thing of losing 1l of my insurance amount which my parents were not able to take it..",india,1,0,1
285,"in australia, 20 years ago, pn did ground breaking work with new ve legislation.",australia,1,0,0
15723,turkey and korea have a dream.,turkey,1,0,0
15723,turkey and korea have a dream.,korea,2,0,0
9536,"hello dear all, i live in germany and cannot find sn to buy, i really need to ctb with sn asap... if you have bought sn and recieved it , maybe u have 25g too much (usually the package is more than 100gr) ?",germany,1,0,1
7902,i purchased sn and received it to a residential address in california a few weeks ago.,california,1,0,1
588,"it's coming from russia (to uk) though and according to the tracking, it seems to have gone on a tour of the country and then got stuck.",russia,1,1,0
2445,finding_peace said: i bought some from a popular marketplace in the uk recently.,uk,1,1,0
2642,"at the present time,there are very few suppliers to the u.k. left standing.",u.k.,1,0,1
911,not so easy for person with huge social phobia .,phobia,1,0,0
15766,"i guess i was a bit skeptical of the overseas sources, which made me hesitant to place the order (iγçöm located in canada).",canada,1,0,1
2033,"unfortunately, the company refused to forward it to canada because itγçös classified as hazardous material.",canada,1,0,1
1875,"may i ask what country bigpikachu said: yes, i ordered from abroad.",bigpikachu,1,0,0
6427,"edit: there are companies within the uk that sell it (like apc pure), but you have to contact them before ordering, because they don't sell sn to the general public",uk,1,1,0
17713,it can be bought from china in powder form.,china,1,1,0
16921,"you can use any pain killer as long as you stay within the recommended dose45 minutes before drinking sn3 x 10mg metoclopramide (30mg in total)30 minutes before drinking sndouble dose of what is recommended on the label of the antacid.sn drink planning to drink it tomorrow after parents leave for work and lock the main door to our apartment, which has security lock that if closed from inside the apartment, can't be opened from outside without a cutter team.",dose45,1,0,0
9152,they understand better than what the hell is going on here in america.,america,1,0,1
8093,we agreed to meet in canada ( as from my country i don't need a visa to canada and he doean't need either being from the us).,canada,1,1,0
8093,we agreed to meet in canada ( as from my country i don't need a visa to canada and he doean't need either being from the us).,canada,2,1,0
8093,we agreed to meet in canada ( as from my country i don't need a visa to canada and he doean't need either being from the us).,us,3,0,0
8188,"i will do this on the day of the flight i am supposed to take to spain, as if i take that flight, my lies will not be able to be contained further.",spain,1,0,0
4705,"since it mainly affects the uk, i assume the police in other countries just don't care or laws are simply less restrictive there?",uk,1,0,0
615,there are certain companies that offer a service to ship us only items out of america.,america,1,1,0
10169,"it caused me akathisia, restlessness and so on even with one pill.",akathisia,1,0,0
18385,"the lethal dose of sodium nitrite of 2.6 g for adults is found on page 1 of a google search for 'sodium nitrite lethal dose', as reported by katabami et al. (2016) and chui et al.",al.,1,0,0
15382,"you can use any pain killer as long as you stay within the recommended dose45 minutes before drinking sn3 x 10mg metoclopramide (30mg in total)30 minutes before drinking sndouble dose of what is recommended on the label of the antacid.sn drink once consumed, immediately relax on a bed, couch or reclining chair.",dose45,1,0,0
15766,"definitely jealous of those that could order it off amazon in the us, lol.",us,2,1,0
8317,"iγçöve spent a lot of time trying to get a source of sn, which has been extremely difficult due to living in the uk. iγçöve finally found a turkish seller who is willing to ship to the uk. iγçöve already ordered but iγçöm just getting extremely anxious and paranoid about it getting through customs.",uk,1,0,1
8317,"iγçöve spent a lot of time trying to get a source of sn, which has been extremely difficult due to living in the uk. iγçöve finally found a turkish seller who is willing to ship to the uk. iγçöve already ordered but iγçöm just getting extremely anxious and paranoid about it getting through customs.",uk,2,0,1
12462,"i found in my city one place which sells sn but is like $100 and come 25 kg, 99% anyone from brazil to share ?",brazil,1,1,1
18676,opiad + propofol + neuromuscular blocker was used for the first euthanasia in canada.,canada,1,0,0
17636,does anyone have any experience getting sn in europe and more specifically austria?,europe,1,1,1
2918,"domperidonemotiliumaebanned in us otc in asianone7.5-2. metoclopramidereglan, primperan brandsaerx otc in spain, brasil, asialow-",spain,1,0,0
4590,"at another forum it has been mentioned, that sn is indeed illegal to buy and possess it in germany, but no sources were mentioned, so it could be bullshit.",germany,1,0,0
10010,canada post is experiencing parcel delays all over canada due to the christmas holidays.,canada,1,1,0
14151,"wow, you have medical marijuana why do you want to ctb i met a few hackers in amsterdam in july from canada, yes they have a convention and he actually bought a huge tub of pure weed with him and showed me his medical card and was allowed into amsterdam, i said you must be the only person ever to brings his own stuff, .",amsterdam,1,0,1
14151,"wow, you have medical marijuana why do you want to ctb i met a few hackers in amsterdam in july from canada, yes they have a convention and he actually bought a huge tub of pure weed with him and showed me his medical card and was allowed into amsterdam, i said you must be the only person ever to brings his own stuff, .",canada,2,0,0
14151,"wow, you have medical marijuana why do you want to ctb i met a few hackers in amsterdam in july from canada, yes they have a convention and he actually bought a huge tub of pure weed with him and showed me his medical card and was allowed into amsterdam, i said you must be the only person ever to brings his own stuff, .",amsterdam,3,0,0
8930,does anyone know on average how long sn takes to be shipped to the uk form eastern europe to the uk?,uk,1,1,1
8930,does anyone know on average how long sn takes to be shipped to the uk form eastern europe to the uk?,europe,2,1,0
8930,does anyone know on average how long sn takes to be shipped to the uk form eastern europe to the uk?,uk,3,0,1
19104,is wild game hunted in pakistan?,pakistan,1,0,0
10064,"in america, some states have laws that only work there.",america,1,0,0
6306,one important question: i've got sn from a polish supplier and sn marketed as meat curing salt bought in canada.,canada,1,0,1
2367,"i don't have weeks, need it asap click to expand... why do you think delivery from poland to uk will take ""weeks"" ?",poland,1,1,0
2367,"i don't have weeks, need it asap click to expand... why do you think delivery from poland to uk will take ""weeks"" ?",uk,2,0,1
13079,"one seller is stating that sn can't be sold from continental europe to uk due to ""iata rules.""",europe,1,0,1
5067,"there really wasn't much to do - hang out in the main room and watch shitty tv (family guy, the cleveland show and friends were most of what played), chat and occasionally eat.",cleveland,1,0,0
8852,@confusedheathen @greyback330 is from egypt and he ctbed 2 weeks ago.,egypt,1,0,1
3350,"even the sites overseas that have it, they say they don't ship to australia.",australia,1,0,1
686,it's restricted in the uk and some other european countries.,uk,1,0,0
8920,let us know if you find high quality ns available in eu.,eu,1,1,0
889,you cannot get it in the uk.,uk,1,0,0
9318,"i don't know how many threads go into the specifics of the cost to buy, but you might be able to find something that will help you determine the availability of buyers in portugal and how much they charge for it.",portugal,1,1,0
315,"a lot of things in mexico slide, but i anticipate this won't be allowed.",mexico,1,0,0
13666,i'm from russia.,russia,1,0,1
8158,"pen>sword said: i want to get sn and n, but i'm from canada and le will be up on my ass if i get caught.",canada,1,0,1
13897,"even when a package is presumably opened by customs and tested, as was the case for one member from au/nz region and another from india, who both received one of their bottles 1/2 empty with a broken seal, it still gets delivered.",india,1,0,1
14204,"so i was messaged with a reliable link yesterday just after registering here, a link that took me directly to sn, which i have purchased, was slightly worried there for a sec as had no confirmation email to speak of for a while, say like you would do with amazon or ebay which tends to be straight away, but it has been dispatched guys and gals, i just recieved it the now, the email to confirm it is en route, i want to say thanks for having me, and making me feel welcome here, i appreciate it, n would have been the preferred method of choice but as it is damn near nigh impossible to get hold of the shit sn will suffice, i must be alone in the fact that i wont be missed, most of my family are deceased mum included, so i wont leave any pain behind, i have also finalised everything that needs doing beforehand, always was organised if nothing else but a failure, anyways dont want to post no more woe is me or sob story bs malarkey, thanks for having me, the sn is en route at least, i have researched enough to know what i am doing in advance, plus it is coming from the us to uk, expected delivery date about a week it says give or take, thanking you for letting me join, and again thanks for having me, may everybody find the peace that they so seek here, in whichever way you choose, love and blessings, when it is time to go you just know, terry.",us,1,1,0
14204,"so i was messaged with a reliable link yesterday just after registering here, a link that took me directly to sn, which i have purchased, was slightly worried there for a sec as had no confirmation email to speak of for a while, say like you would do with amazon or ebay which tends to be straight away, but it has been dispatched guys and gals, i just recieved it the now, the email to confirm it is en route, i want to say thanks for having me, and making me feel welcome here, i appreciate it, n would have been the preferred method of choice but as it is damn near nigh impossible to get hold of the shit sn will suffice, i must be alone in the fact that i wont be missed, most of my family are deceased mum included, so i wont leave any pain behind, i have also finalised everything that needs doing beforehand, always was organised if nothing else but a failure, anyways dont want to post no more woe is me or sob story bs malarkey, thanks for having me, the sn is en route at least, i have researched enough to know what i am doing in advance, plus it is coming from the us to uk, expected delivery date about a week it says give or take, thanking you for letting me join, and again thanks for having me, may everybody find the peace that they so seek here, in whichever way you choose, love and blessings, when it is time to go you just know, terry.",uk,2,0,1
13075,"if you're in the uk, you order from a polish seller on an auction site, and if sn isn't listed, you wait until the seller relists it, but don't link to that site from ss, as the auction site may ban you.",uk,1,0,1
2771,"in the uk, where i'm from, sn is a reportable substance, which means suspicious purchases need to be reported.",uk,1,0,1
8529,i was lucky to order it from a place that was located inside canada (so no customs involved) because it's difficult to find sn in canada.,canada,1,1,1
8529,i was lucky to order it from a place that was located inside canada (so no customs involved) because it's difficult to find sn in canada.,canada,2,0,1
4929,at the time both sa and sn could be legally bought by individuals in the netherlands.,netherlands,1,0,1
6429,"edit: there are companies within the uk that sell it (like apc pure), but you have to contact them before ordering, because they don't sell sn to the general public",uk,1,1,0
9307,(i bought it off ebay from someone in ukraine.,ukraine,1,1,0
698,i live in france and it feels like it's so incredibly hard to find sn here.,france,1,0,1
8581,itγçös risky for me to place orders myself because i only have a visa in australia,australia,1,0,1
13836,"any trusted source beside dd that won't ship to canada, and people said he now requires a company?",canada,1,0,1
5647,"i just donγçöt get how to search for suppliers from russia, turkey or ukraine (countries that have been mentioned).",russia,1,1,0
5647,"i just donγçöt get how to search for suppliers from russia, turkey or ukraine (countries that have been mentioned).",turkey,2,1,0
12796,itγçös the uk legislation that covers sn.,uk,1,0,0
4590,"rosie93 said: it is legal click to expand... i suppose you are right, but in another thread here i read: ""i know of someone who ordered sn from ukraine and got it shipped to germany.",ukraine,3,1,0
4590,"rosie93 said: it is legal click to expand... i suppose you are right, but in another thread here i read: ""i know of someone who ordered sn from ukraine and got it shipped to germany.",germany,4,0,1
18296,this is the reason why i suspected i might already have psychosis or schozophrenia.,schozophrenia,1,0,0
978,"being based in the uk, i'm unable to source lw brand sn, the gold standard.",uk,1,0,1
9786,this second seller was already in the uk and i know many here have used him and received their sn.. he said it canγçöt be tracked but that it may just be due to delays but it was due to get here 3 days ago now :(,uk,1,1,0
17357,"hello, i am also looking for sn suppliers who could deliver to france.",france,1,0,1
1066,"i read about this happening in aus and one member in london i believe had some cops show up asking them why they ordered sn, although they had no warrant and didn't search or confiscate it.",london,2,0,1
13526,i live in the us and the reviewers said it takes approx.,us,1,0,1
7260,it's fucking expensive as the only source i have recommended as legitimate is in canada (i am uk based).,canada,1,1,0
4321,"to make it clear, i paid 120 γé¼ in total for 5 boxes, including tracked shipping, which appeared to be way cheaper that if i did use other rx free sites like dokteronline in the netherlands that other persons recommended me before.",netherlands,3,1,0
2666,"it seemed to get lost in the us mail, so they promptly send a second.",us,2,0,0
18735,"i've had suicidal thoughts for a long time, and i had a very difficult time in my workplace in china.",china,1,0,1
12682,"from 8ch: γû╢john doe 04/26/19 (fri) 12:12:12 8977de no.47913 hi, so i bought my sn from ebay i tryed to order something from apc but they ask about chemical professional licence now so where i can find sn (i'm in france) is sn no longer available without licence?",france,1,0,1
1529,i thought it's illegal in canada to possess sn for unregulated purposes.,canada,1,0,0
6792,i traveled to mexico to buy nembutal and instead found new meaning in tijuana when i hooked up with several american and mexican women via tinder.,mexico,1,1,0
6792,i traveled to mexico to buy nembutal and instead found new meaning in tijuana when i hooked up with several american and mexican women via tinder.,tijuana,2,1,0
10015,so how come i see a bunch of threads from people needing to source their sn from europe? even for people in canada wouldn't it be easier to just get your sn from amazon in the us too?,europe,1,1,0
10015,so how come i see a bunch of threads from people needing to source their sn from europe? even for people in canada wouldn't it be easier to just get your sn from amazon in the us too?,canada,2,0,1
10015,so how come i see a bunch of threads from people needing to source their sn from europe? even for people in canada wouldn't it be easier to just get your sn from amazon in the us too?,us,3,1,0
4619,"however, i was able to have sn shipped from indonesia recently.",indonesia,1,1,0
5725,"people who decide to ctb in italy just do the right thing because we're treated as a joke, and then everyone cries and says ""they didn't ask for help!""",italy,2,0,1
1534,some review on google say that they received their order late bit im personnaly fine as long as i can get my hands on it.,personnaly,1,0,0
11988,this is a uk seller selling in the uk i presume?,uk,1,1,0
11988,this is a uk seller selling in the uk i presume?,uk,2,1,0
9329,(i know the uk can be a bit of a nanny state at times),uk,2,0,0
5824,yes i take medication for my stomach cimetidine twice a day and esomeprazole 40mg once a day cause i have severe gastritis now i was bringing up too much stomach acids because of my overdoses sorry for the confusion iγçöm in the uk so sleep iγçöve had thanks to zolpidem sleeping pills otherwise i canγçöt sleep iγçöm not ctb because of being alone,uk,1,0,1
5768,it's easily available there in the us as a meat preservation product.,us,1,1,0
5855,"mainly n from mexico, and sn.",mexico,1,1,0
15572,i am in canada if that helps.,canada,1,0,1
1503,"while zofran is not pro kinetic, i can say that it, by a huge margin, is he antiemetic of choice for surgical, chemotherapeutic, and drug induced vomiting in the us, while reglan is an order of magnitudes or three behind application in the us, though perhaps not rest of world.",us,1,0,0
1503,"while zofran is not pro kinetic, i can say that it, by a huge margin, is he antiemetic of choice for surgical, chemotherapeutic, and drug induced vomiting in the us, while reglan is an order of magnitudes or three behind application in the us, though perhaps not rest of world.",us,2,0,0
9115,"hi, does anyone know of a trusted and verified source of nembutal or sn in mumbai?",mumbai,1,1,0
5678,i'm guessing most legitimate sellers are shipping from countries quite far from the us.,us,1,0,0
4586,"i ordered it from two sources, one within the eu, one from canada, so there's no way out, i hope everything turns out fine.",canada,2,1,0
12248,"if rcmp gets involved, i suppose i'd get called for a friendly warning and maybe some ""welfare checks""?",rcmp,1,0,0
8553,"i have ordered approx a month ago from ukraine seller, but i have been told that getting sn to me is highly unlikely as customs in australia has been on high alert since march 2020 & have been seizing sn imports (like this previous ss users said theirs didnγçöt arrive though posted arrived in australia",ukraine,1,1,0
8553,"i have ordered approx a month ago from ukraine seller, but i have been told that getting sn to me is highly unlikely as customs in australia has been on high alert since march 2020 & have been seizing sn imports (like this previous ss users said theirs didnγçöt arrive though posted arrived in australia",australia,2,0,1
8553,"i have ordered approx a month ago from ukraine seller, but i have been told that getting sn to me is highly unlikely as customs in australia has been on high alert since march 2020 & have been seizing sn imports (like this previous ss users said theirs didnγçöt arrive though posted arrived in australia",australia,3,0,1
15095,the uk company that sold the sn was identified by the coroner during the inquest.,uk,1,1,0
5459,he says the sn made in germany by basf and its 99.6% purity.,germany,1,1,0
8807,not sure how hard it is to procure more sn unless it came from either vietnam or china.,vietnam,1,1,0
8807,not sure how hard it is to procure more sn unless it came from either vietnam or china.,china,2,1,0
2382,"i'm 45 male, like in uk. compared to many i have been very lucky in my early life.",uk,1,0,1
6745,"that's specifically on europe, though i don't know how legislation works outside of the european continent.",europe,1,0,0
7369,i ordered another sn fron a second seller from a in india.,india,1,1,0
938,"vomiting = boohooo :( also, in theory, you could decrease the time it takes to reach death because you are no longer fighting back the enzyme methemoglobin reductase.",methemoglobin,1,0,0
4134,yes there were companies lot of them from china selling n i still know some of there names i was on a thread on topix forum where this all got started and spread like wildfire.,china,1,1,0
6339,"that age group roughly aligns with the demographic in the united states γçö 15 to 24 γçö that had the sharpest rise in suicide rate from 2009 to 2019, the most recent data available.",the united states,1,0,0
3090,"ordered a megatronic fark ton from ukraine,poland and russia from 2 sites,including the one you mentioned.",ukraine,1,1,0
3090,"ordered a megatronic fark ton from ukraine,poland and russia from 2 sites,including the one you mentioned.",poland,2,1,0
3090,"ordered a megatronic fark ton from ukraine,poland and russia from 2 sites,including the one you mentioned.",russia,3,1,0
11485,it ships from china.,china,1,1,0
5888,it will be cheaper for you to buy it from the us.,us,1,1,0
2749,"iγçöm researching the sn method but proving to be difficult to source in the uk, once i have everything in order properly iγçöm hoping this method finally gives me the peace iγçöm looking for",uk,1,0,1
13394,wondering if this is reliable? i just ordered this from turkey.,turkey,1,1,0
7800,reread my little paragraph about all living things on earth.,earth,1,0,0
14053,i'm worried it's a scam... any sn for canada at a reasonable price for 100g?,canada,2,0,1
4249,i have already ordered 100g of it from eastern europe.,eastern europe,1,1,0
9646,"alternatively, you can try buying from the us mirror which is a hit or miss.",us,1,1,0
11968,"important stuff: you must use measuring spoons for this, not utensil dining spoons!!",utensil,1,0,0
18903,"ane said: i am going to buy “sodium nitrate for gold refining reagent grade 16 ounces” is this good sn? someone please give me advice click to expand... ane said: i was disappointed i order above item however,i got an answer from the company “ sorry, this item cannot be shipped to new zealand.",new zealand,1,0,1
352,so right now it’s friday january 17th about 9:30 at night on the west coast of the united states.,the west coast,1,0,1
352,so right now it’s friday january 17th about 9:30 at night on the west coast of the united states.,the united states,2,0,1
13525,"click to expand... i'm in a similar position to you, although i'm in the us.",us,1,0,1
4732,"dmso is a carrier liquid that will carry any drug that can be dissolved through skin, mucosal linings, latex gloves, clothing, and <9mm of bone.",latex,1,0,0
16220,brazil getting more unwatchable with you-know-who's antics.,brazil,1,0,0
13298,"well i have been reading this thread a lot i am going to try to buy sn, i am from europe, spain.",europe,1,0,1
13298,"well i have been reading this thread a lot i am going to try to buy sn, i am from europe, spain.",spain,2,0,1
13434,perhaps ordering 'foodgrade' sn is less sus? maxivee said: where would i find sn in canada? click to expand... i ordered from a site in canada lol,canada,1,0,1
13434,perhaps ordering 'foodgrade' sn is less sus? maxivee said: where would i find sn in canada? click to expand... i ordered from a site in canada lol,canada,2,1,1
9864,and i am from portugal.,portugal,1,0,1
4606,"i kept it very safe and in good conditions for a while, my living situation is a mess and for most of the time all of my belongings have been in my car (hot black camry in los angeles summers).",los angeles,1,0,1
18017,"ideally, a retail place anywhere in chicago would be perfect.",chicago,1,1,1
806,"and the more recent checks in spain and france you mentioned i have posted the information about them in my previous post, they were nothing to do with the pph sources, they're just raids in them countries.",spain,1,0,0
806,"and the more recent checks in spain and france you mentioned i have posted the information about them in my previous post, they were nothing to do with the pph sources, they're just raids in them countries.",france,2,0,0
3196,:) edit: poland aren't sending parcels to here due to the corona.,poland,1,1,0
4708,"god, this is really concerning... missing the days when the uk was one of the easiest places to buy sn haha.",uk,1,1,0
4318,i'm expecting more sn from a separate seller in russia.,russia,1,1,0
14693,i don┬┤t live in germany.,germany,1,0,0
10368,"(6) i read that it is ok, if it looks a little yellowish and clumps, right? (7) are there any other sources to obtain sn in europe, if it goes bad? (8) are four hours really the maximum time to die from 25 grams sn in 50ml water?",europe,1,0,1
6537,so why can these websites not ship sn to europe?,europe,1,0,1
5887,it will be cheaper for you to buy it from the us.,us,1,1,0
8555,"i have ordered approx a month ago from ukraine seller, but i have been told that getting sn to me is highly unlikely as customs in australia has been on high alert since march 2020 & have been seizing sn imports (like this previous ss users said theirs didnγçöt arrive though posted arrived in australia",ukraine,2,1,0
8555,"i have ordered approx a month ago from ukraine seller, but i have been told that getting sn to me is highly unlikely as customs in australia has been on high alert since march 2020 & have been seizing sn imports (like this previous ss users said theirs didnγçöt arrive though posted arrived in australia",australia,3,0,1
8555,"i have ordered approx a month ago from ukraine seller, but i have been told that getting sn to me is highly unlikely as customs in australia has been on high alert since march 2020 & have been seizing sn imports (like this previous ss users said theirs didnγçöt arrive though posted arrived in australia",australia,4,0,1
17369,"so my challenge is not the regimen, itγçös acquiring the sn itself within the short time iγçöll be in miami this weekend.",miami,1,0,1
4305,"well, i don't know where you live, but here in brazil, if you don't receive your order, after the 3rd attempt you have to fetch it on the mail, so that'd be an option.",brazil,1,0,1
14086,"i have seen in a criminal case here in germany a women, who after a failed suicide attempt can only move with a rollator.",germany,1,0,1
9973,i assumed he/she is from australia.,australia,1,0,1
430,"i've been absolutely terrified of this virus ever since it was reported on china back in january, had crippling anxiety, trouble sleeping and reduced appetite.",china,1,0,0
1232,fabioγçös suicide with sodium nitriteγçïfabio is 19 years old and lives in latina.,latina,2,0,1
14807,he is also planing to take me to canada,canada,1,0,0
12838,has anyone figured out where to source sn in australia?,australia,1,1,0
6341,""" though members are anonymous, the new york times identified 45 who had killed themselves in the united states, the united kingdom, italy, canada and australia γçö and found that the trail of deaths is likely much longer. more than 500 members γçö a rate of more than two a week γçö wrote ""goodbye threads"" announcing how and when they planned to end their lives, and then never posted again.",the united states,1,0,1
6341,""" though members are anonymous, the new york times identified 45 who had killed themselves in the united states, the united kingdom, italy, canada and australia γçö and found that the trail of deaths is likely much longer. more than 500 members γçö a rate of more than two a week γçö wrote ""goodbye threads"" announcing how and when they planned to end their lives, and then never posted again.",the united kingdom,2,0,1
6341,""" though members are anonymous, the new york times identified 45 who had killed themselves in the united states, the united kingdom, italy, canada and australia γçö and found that the trail of deaths is likely much longer. more than 500 members γçö a rate of more than two a week γçö wrote ""goodbye threads"" announcing how and when they planned to end their lives, and then never posted again.",italy,3,0,1
6341,""" though members are anonymous, the new york times identified 45 who had killed themselves in the united states, the united kingdom, italy, canada and australia γçö and found that the trail of deaths is likely much longer. more than 500 members γçö a rate of more than two a week γçö wrote ""goodbye threads"" announcing how and when they planned to end their lives, and then never posted again.",canada,4,0,1
6341,""" though members are anonymous, the new york times identified 45 who had killed themselves in the united states, the united kingdom, italy, canada and australia γçö and found that the trail of deaths is likely much longer. more than 500 members γçö a rate of more than two a week γçö wrote ""goodbye threads"" announcing how and when they planned to end their lives, and then never posted again.",australia,5,0,1
12959,i use a cross border reshipping service to order l*** w*** sn from the states to canada.,canada,1,0,1
3515,"here in italy we do this shit called ""aperitif"" according to google translate, this is what normies do after work, a bunch of colleagues, some shitty overpriced restaurant or pub, shitty food, talking about work and talking shit about the bosses while sipping on alcoholic concoction, then everyone goes home and you get to see them again the next day at work.",italy,1,0,1
17084,if you buy 'heroin' in north america it is 80-90% likely to be cut with fentanyl.,north america,1,0,0
4229,"spoiler: the effects of sodium nitrite sodium nitrite, nano2, acts as a catalyst in the conversion of the hemoglobin in your blood into methemoglobin (methb), a molecule with a much higher affinity with oxygen.",methemoglobin,1,0,0
15576,"unfortunately, if you could link that poland seller here that would be great.",poland,1,1,0
644,but you also can't buy it from suppliers inside of the uk.,uk,1,1,0
700,i live in france and it feels like it's so incredibly hard to find sn here.,france,1,0,1
